path,label,features,reduced_features
s3a://ds-p8/data/Mulberry/222_100.jpg,Mulberry,[0.26211128 1.8038085  0.11373921 ... 0.2165146  1.9034039  0.24934584],"[-6.5812187   4.4571805  -0.23786935 -1.1469524   1.4212406   0.36880305
 -0.33124542  3.8368895   0.45496932  0.37999687  0.25753596 -0.24755323
  0.46413028  0.0948998   0.40536824  0.06106443 -0.01214657 -0.42430556
  0.38545814 -0.5317984   0.01605693  0.35325605  0.07179727 -0.27611625
  6.0967445  -0.10359122  0.09727167 -0.10416067 -0.78209955  0.07866982
  0.51996017  0.31263533 -0.1242839   0.34642845  0.8818951  -1.9773036
 -0.5252707   0.21279044 -0.20817764 -0.45839137 -0.08937957  0.06994133
  3.8796387   0.04080763 -0.2776533  -0.29104495  0.02820787 -1.2927473
 -0.25154802  0.01584504 -0.41727918  0.26566273  0.03742834  0.2067707
 -0.16161011 -0.11409401  0.51628834  0.5509758   0.02295546 -0.31476662
 -0.09927566  0.13797946  0.0851469   1.9417863  -0.23210387  0.2679682
  0.14657867  0.19939674 -7.8896565   0.37545487  0.0692232  -0.13458107
 -0.13631457  0.21716812  2.2822459  -0.12643209 -0.08105945  0.07069726
 -0.12055699 -0.20204815 -0.1305403  -6.1963067   0.5676741   0.13227502
  0.21482635 -0.2080878  -0.14255463  0.03338099 -1.8540395   0.34292752
 -0.18260233  0.10727046 -0.14750269 -1.3119642   0.3119824   0.07018911
 -2.5370517  -0.03191022 -0.01230943 -0.09066563 -0.35197937 -0.11739608
  0.05776547 -0.0097294  -2.203522   -0.33124542  0.36880305  1.4212406
 -1.1469524  -0.23786935 -4.6673117   1.4198993   0.45496932  0.37999687
  3.2621274   0.25753596 -0.24755323  0.46413028  0.0948998   0.40536824
 -2.2995038   0.06106443 -0.01214657 -0.42430556 -4.817687    0.38545814
 -0.5317984   0.01605693  0.13730788 -6.286399    0.35325605  0.07179727
 -2.7309458  -0.27611625 -0.10359122  3.2398343   0.09727167 -0.10416067]"
s3a://ds-p8/data/Mulberry/r_303_100.jpg,Mulberry,[1.0805563  1.7079091  0.02151476 ... 0.22007506 0.31069118 0.14058693],"[ -8.32957      4.917924    -0.64046514  -1.2983805    1.7797455
  -0.36944357  -0.17914669  -0.02465863  -0.07965183   0.44677663
   0.9866454   -0.14387153   0.24368043  -0.7400315    0.76959777
  -0.45619628   0.604087    -0.14227965   0.9109987   -1.060756
  -0.38124344  -0.39420357   0.46098933   0.3298101    5.5939126
   0.21573104  -0.51823294  -0.07038692  -0.84564906   0.45998573
   0.49235404   0.3579336   -0.1524666    0.0697487   -0.21234517
   1.1561828   -0.6929514    0.17336069  -0.18309991  -0.31886688
  -0.20491073   0.07635052   2.9578114    0.09113739  -0.29049227
  -0.24020283  -0.01850679  -3.6299703   -0.3023774    0.03056347
  -0.37008712   0.21568264   0.03741387   0.2067707   -0.16161011
  -0.11409401   0.51628834  -4.233332     0.02295546  -0.31476662
  -0.09927566   0.13797946   0.0851469    1.1305227   -0.23210387
   0.2679682    0.14657867   0.19939674 -10.113407     0.37545487
   0.0692232   -0.13458107  -0.13631457   0.21716812   2.8300266
  -0.12643209  -0.08105945   0.07069726  -0.12055699  -0.20204815
  -0.1305403   -3.480343     0.5676741    0.13227502   0.21482635
  -0.2080878   -0.14255463   0.03338099   3.0131462    0.34292752
  -0.18260233   0.10727046  -0.14750269  -1.1843241    0.3119824
   0.07018911  -2.7709732   -0.03191022  -0.01230943  -0.09066563
  -0.35197937  -0.11739608   0.05776547   0.1157189   -2.9281511
  -0.17914669  -0.36944357   1.7797455   -1.2983805   -0.64046514
  -5.600315     4.3360453   -0.07965183   0.44677663   2.15989
   0.9866454   -0.14387153   0.24368043  -0.7400315    0.76959777
  -2.3633466   -0.45619628   0.604087    -0.14227965  -6.653045
   0.9109987   -1.060756    -0.38124344  -0.27612588  -2.7913969
  -0.39420357   0.46098933  -0.74509114   0.3298101    0.21573104
   3.5631776   -0.51823294  -0.07038692]"
s3a://ds-p8/data/Eggplant/r_226_100.jpg,Eggplant,[0.00221818 0.         0.         ... 0.13873753 0.         1.2598792 ],"[-4.68215179e+00  9.73306084e+00  2.15278476e-01 -5.88301063e-01
  1.10335422e+00  4.03201342e-01 -5.99079609e-01 -2.53267241e+00
  2.69080937e-01  4.52536643e-02  1.75656945e-01 -2.34121576e-01
  5.07105172e-01  1.57743841e-01  2.76013017e-01  1.26492947e-01
  3.72849822e-01  9.40183992e-04  4.74186838e-01 -7.90153742e-01
  2.48851646e-02  4.43430468e-02  3.28428209e-01  1.04088873e-01
 -3.47650319e-01  2.73272693e-01 -2.31738836e-01  6.54648170e-02
 -7.80071497e-01  1.94764167e-01  2.22575948e-01  5.04487216e-01
  2.33347699e-01  2.42402956e-01  5.99383354e-01  3.40320563e+00
 -3.32680732e-01  2.69642740e-01 -1.62909359e-01 -3.95369560e-01
 -4.48295102e-02  1.02437586e-01 -2.41230917e+00  6.21450655e-02
 -2.41035983e-01 -2.63265014e-01  4.21988294e-02  5.41247177e+00
 -2.32112974e-01  3.81613933e-02 -4.05208915e-01  2.62826502e-01
  3.74027640e-02  2.06770703e-01 -1.61610112e-01 -1.14094011e-01
  5.16288340e-01 -2.17611074e+00  2.29554642e-02 -3.14766616e-01
 -9.92756560e-02  1.37979463e-01  8.51468965e-02  3.58118010e+00
 -2.32103869e-01  2.67968208e-01  1.46578670e-01  1.99396744e-01
 -4.95432377e+00  3.75454873e-01  6.92232028e-02 -1.34581074e-01
 -1.36314571e-01  2.17168123e-01  3.39540434e+00 -1.26432091e-01
 -8.10594484e-02  7.06972629e-02 -1.20556988e-01 -2.02048153e-01
 -1.30540296e-01 -2.54268956e+00  5.67674100e-01  1.32275015e-01
  2.14826345e-01 -2.08087802e-01 -1.42554626e-01  3.33809927e-02
 -1.12496352e+00  3.42927516e-01 -1.82602331e-01  1.07270457e-01
 -1.47502691e-01 -3.01672697e+00  3.11982393e-01  7.01891109e-02
 -5.54410124e+00 -3.19102220e-02 -1.23094274e-02 -9.06656310e-02
 -3.51979375e-01 -1.17396079e-01  5.77654690e-02 -1.71091259e-01
  2.64206719e+00 -5.99079609e-01  4.03201342e-01  1.10335422e+00
 -5.88301063e-01  2.15278476e-01 -1.95859027e+00 -6.77221012e+00
  2.69080937e-01  4.52536643e-02 -2.13061666e+00  1.75656945e-01
 -2.34121576e-01  5.07105172e-01  1.57743841e-01  2.76013017e-01
  1.41241992e+00  1.26492947e-01  3.72849822e-01  9.40183992e-04
 -2.40455961e+00  4.74186838e-01 -7.90153742e-01  2.48851646e-02
  2.35475922e+00  5.09913325e-01  4.43430468e-02  3.28428209e-01
 -4.66122437e+00  1.04088873e-01  2.73272693e-01 -2.37958748e-02
 -2.31738836e-01  6.54648170e-02]"
s3a://ds-p8/data/Tamarillo/53_100.jpg,Tamarillo,[0.05217244 0.1066511  0.18870431 ... 0.00343268 0.         0.00615161],"[ 1.2030707e+01  1.0077340e+01  7.1513134e-01 -3.9627545e-02
  6.8145245e-01  3.4088276e-02 -6.6195786e-01 -1.9674929e+00
  5.2974552e-01  7.1942610e-01  2.7371186e-01 -4.2003554e-01
  7.5507498e-01  6.4336576e-02  2.4118882e-01 -1.7036358e-01
  3.4141564e-01 -8.6496219e-02  5.4039043e-01 -3.9331761e-01
  5.4650664e-01  1.0315502e-01  8.1608856e-01 -1.6808873e-01
  2.0463140e+00 -9.3476651e-03 -4.1628399e-01 -1.5068138e-01
 -4.8403594e-01  2.3643778e-01  1.1062002e+00  6.9220883e-01
 -2.4642442e-01  8.5658121e-01  2.0035863e-01  1.7126839e+00
 -3.2477060e-01  2.9753528e-03 -1.1817661e-01 -2.9827183e-01
 -1.8015487e-01  3.8606972e-02 -1.8442745e+00  1.6649431e-01
 -2.8561515e-01 -1.9473894e-01  1.2328340e-01  1.1306210e+00
 -2.1288417e-01  1.1015319e-01 -4.5550212e-01  2.7109262e-01
  3.7305467e-02  2.0677070e-01 -1.6161011e-01 -1.1409401e-01
  5.1628834e-01 -3.6811066e+00  2.2955464e-02 -3.1476662e-01
 -9.9275656e-02  1.3797946e-01  8.5146897e-02  2.5619333e+00
 -2.3210387e-01  2.6796821e-01  1.4657867e-01  1.9939674e-01
 -3.8855774e+00  3.7545487e-01  6.9223203e-02 -1.3458107e-01
 -1.3631457e-01  2.1716812e-01  4.4755635e+00 -1.2643209e-01
 -8.1059448e-02  7.0697263e-02 -1.2055699e-01 -2.0204815e-01
 -1.3054030e-01 -6.3774280e-02  5.6767410e-01  1.3227502e-01
  2.1482635e-01 -2.0808780e-01 -1.4255463e-01  3.3380993e-02
 -6.6501908e+00  3.4292752e-01 -1.8260233e-01  1.0727046e-01
 -1.4750269e-01 -4.8459249e+00  3.1198239e-01  7.0189111e-02
 -4.7400041e+00 -3.1910222e-02 -1.2309427e-02 -9.0665631e-02
 -3.5197937e-01 -1.1739608e-01  5.7765469e-02 -8.2541662e-01
 -3.1725266e+00 -6.6195786e-01  3.4088276e-02  6.8145245e-01
 -3.9627545e-02  7.1513134e-01 -1.8164504e-01 -8.1754130e-01
  5.2974552e-01  7.1942610e-01  3.7153003e+00  2.7371186e-01
 -4.2003554e-01  7.5507498e-01  6.4336576e-02  2.4118882e-01
 -1.2697458e+00 -1.7036358e-01  3.4141564e-01 -8.6496219e-02
 -3.2706767e-01  5.4039043e-01 -3.9331761e-01  5.4650664e-01
 -1.3883022e+00 -3.3838632e+00  1.0315502e-01  8.1608856e-01
  4.3616280e-01 -1.6808873e-01 -9.3476651e-03 -3.9539790e+00
 -4.1628399e-01 -1.5068138e-01]"
s3a://ds-p8/data/Onion/r2_88_100.jpg,Onion,[0.00952791 0.         0.         ... 0.         0.2978226  0.41862905],"[ 1.2854605   2.992486   -0.13536876 -0.7229509   0.6112264  -0.10748578
 -0.3309059  -9.353268    0.4903651   0.36538136  0.6650422   0.01737077
  0.5731593  -0.34913242  0.44747743 -0.3153981  -0.15275326  0.2275567
  0.5918344  -0.678837   -0.04755195  0.45793325  0.44558892  0.12216914
 -4.564549    0.36565566  0.07780078 -0.18742639 -0.86222845  0.40630525
  0.9750013   0.509367    0.05195301  0.09748136  0.7810183  11.911351
  0.11178648  0.6322837  -0.25511906 -0.41274136 -0.13685095 -0.13929443
 -0.30092204  0.05326301 -0.10888626 -0.39811707  0.1535538  -1.0537359
 -0.21131295  0.06080458 -0.37750307  0.34016225  0.03740007  0.2067707
 -0.16161011 -0.11409401  0.51628834 -3.0738506   0.02295546 -0.31476662
 -0.09927566  0.13797946  0.0851469   0.7292505  -0.23210387  0.2679682
  0.14657867  0.19939674 -2.2680924   0.37545487  0.0692232  -0.13458107
 -0.13631457  0.21716812  1.9693063  -0.12643209 -0.08105945  0.07069726
 -0.12055699 -0.20204815 -0.1305403  -5.709415    0.5676741   0.13227502
  0.21482635 -0.2080878  -0.14255463  0.03338099 -3.7664773   0.34292752
 -0.18260233  0.10727046 -0.14750269 -4.2563367   0.3119824   0.07018911
  0.51929814 -0.03191022 -0.01230943 -0.09066563 -0.35197937 -0.11739608
  0.05776547 -0.55340016  1.2127256  -0.3309059  -0.10748578  0.6112264
 -0.7229509  -0.13536876  1.2330827  -2.672723    0.4903651   0.36538136
  0.95186204  0.6650422   0.01737077  0.5731593  -0.34913242  0.44747743
 -0.7522522  -0.3153981  -0.15275326  0.2275567  -3.4296784   0.5918344
 -0.678837   -0.04755195  0.15845159 -4.462509    0.45793325  0.44558892
 -3.5601094   0.12216914  0.36565566  0.14168553  0.07780078 -0.18742639]"
s3a://ds-p8/data/Pineapple/274_100.jpg,Pineapple,"[0.0000000e+00 4.8663678e+00 4.6059354e-03 ... 0.0000000e+00 1.2504219e-01
 1.5671757e-01]","[-4.42055464e+00 -5.68196535e-01  3.92516032e-02  2.71153986e-01
  6.88631833e-01 -5.93804121e-01 -3.56968492e-01  2.17782140e+00
  1.12050928e-01  3.79221886e-02 -5.38192570e-01  2.43743166e-01
  8.43134820e-01 -7.54711449e-01  8.26208353e-01  2.72389472e-01
  4.49046284e-01 -4.42999303e-01  1.53093031e-02 -1.25327539e+00
  6.91753089e-01 -9.17905152e-01  4.46421169e-02 -1.62834778e-01
  5.51414061e+00  2.13706180e-01 -7.44374692e-01 -2.59082112e-03
 -6.85758233e-01  2.87478000e-01  1.38273740e+00  1.42483443e-01
  2.24959821e-01  1.13201225e-02  8.99195969e-01 -8.85915875e-01
 -6.16133988e-01  6.52663291e-01 -2.57681906e-01 -4.43853527e-01
 -5.35569564e-02  1.17655717e-01 -1.63951230e+00  1.48453847e-01
 -2.18846247e-01 -2.93498158e-01  8.74313638e-02 -4.02715731e+00
 -2.30448157e-01  2.80627366e-02 -4.24646735e-01  2.82312810e-01
  3.74020003e-02  2.06770703e-01 -1.61610112e-01 -1.14094011e-01
  5.16288340e-01 -4.55258846e+00  2.29554642e-02 -3.14766616e-01
 -9.92756560e-02  1.37979463e-01  8.51468965e-02  1.74591541e-02
 -2.32103869e-01  2.67968208e-01  1.46578670e-01  1.99396744e-01
 -7.09032714e-01  3.75454873e-01  6.92232028e-02 -1.34581074e-01
 -1.36314571e-01  2.17168123e-01  9.28821564e-01 -1.26432091e-01
 -8.10594484e-02  7.06972629e-02 -1.20556988e-01 -2.02048153e-01
 -1.30540296e-01 -6.15380144e+00  5.67674100e-01  1.32275015e-01
  2.14826345e-01 -2.08087802e-01 -1.42554626e-01  3.33809927e-02
 -1.05211163e+00  3.42927516e-01 -1.82602331e-01  1.07270457e-01
 -1.47502691e-01 -2.36935687e+00  3.11982393e-01  7.01891109e-02
 -4.61611986e+00 -3.19102220e-02 -1.23094274e-02 -9.06656310e-02
 -3.51979375e-01 -1.17396079e-01  5.77654690e-02 -1.18378729e-01
  1.61076021e+00 -3.56968492e-01 -5.93804121e-01  6.88631833e-01
  2.71153986e-01  3.92516032e-02  2.39082724e-01  1.85783792e+00
  1.12050928e-01  3.79221886e-02  2.61869311e-01 -5.38192570e-01
  2.43743166e-01  8.43134820e-01 -7.54711449e-01  8.26208353e-01
 -7.26088166e-01  2.72389472e-01  4.49046284e-01 -4.42999303e-01
  1.19014418e+00  1.53093031e-02 -1.25327539e+00  6.91753089e-01
 -6.23070538e-01 -1.28628325e+00 -9.17905152e-01  4.46421169e-02
 -4.30446339e+00 -1.62834778e-01  2.13706180e-01  2.52334207e-01
 -7.44374692e-01 -2.59082112e-03]"
s3a://ds-p8/data/Cocos/r_168_100.jpg,Cocos,[2.4779594  0.0838869  0.         ... 0.         0.02685339 0.0491357 ],"[-5.1748767e+00  7.2488551e+00  1.3920647e-01 -3.4847608e-01
  1.4526898e+00  1.0188072e+00 -7.2733867e-01 -1.4056285e+01
  1.2453355e-01  2.3560002e-01  9.1341847e-01 -3.6695236e-01
  1.9088017e+00  3.5062805e-01  8.8796967e-01 -8.8330418e-01
  7.2599940e-02  3.0576780e-02  1.2968707e+00 -5.9287906e-01
 -3.9676133e-01  8.0061197e-01  3.5202220e-01  2.8570324e-01
  5.8870678e+00  4.0164641e-01  4.7533381e-01 -1.3509256e-01
 -9.4525820e-01 -2.4277611e-01  6.9795972e-01  2.7768302e-01
  1.4304774e-01 -1.1229640e-01  6.4254725e-01 -6.1386520e-01
 -3.3569112e-01  1.8456034e-01 -1.9188190e-01 -3.8296035e-01
 -1.6687964e-01  7.2964936e-02 -7.6505833e+00  1.0424061e-01
 -2.0808230e-01 -2.5039661e-01  1.9567112e-02  4.6337822e-01
 -2.7563268e-01  2.4832675e-02 -4.4442928e-01  2.7714038e-01
  3.7394322e-02  2.0677070e-01 -1.6161011e-01 -1.1409401e-01
  5.1628834e-01 -3.7586086e+00  2.2955464e-02 -3.1476662e-01
 -9.9275656e-02  1.3797946e-01  8.5146897e-02 -4.8072726e-01
 -2.3210387e-01  2.6796821e-01  1.4657867e-01  1.9939674e-01
 -9.9552355e+00  3.7545487e-01  6.9223203e-02 -1.3458107e-01
 -1.3631457e-01  2.1716812e-01  7.3431764e+00 -1.2643209e-01
 -8.1059448e-02  7.0697263e-02 -1.2055699e-01 -2.0204815e-01
 -1.3054030e-01 -3.6917138e+00  5.6767410e-01  1.3227502e-01
  2.1482635e-01 -2.0808780e-01 -1.4255463e-01  3.3380993e-02
 -8.0164135e-02  3.4292752e-01 -1.8260233e-01  1.0727046e-01
 -1.4750269e-01 -5.9302926e-01  3.1198239e-01  7.0189111e-02
  5.4575646e-01 -3.1910222e-02 -1.2309427e-02 -9.0665631e-02
 -3.5197937e-01 -1.1739608e-01  5.7765469e-02 -2.0260704e-01
  1.0450703e+00 -7.2733867e-01  1.0188072e+00  1.4526898e+00
 -3.4847608e-01  1.3920647e-01 -1.2478080e+00 -1.0236728e+00
  1.2453355e-01  2.3560002e-01  8.4180540e-01  9.1341847e-01
 -3.6695236e-01  1.9088017e+00  3.5062805e-01  8.8796967e-01
  2.7754989e+00 -8.8330418e-01  7.2599940e-02  3.0576780e-02
 -1.5619074e+00  1.2968707e+00 -5.9287906e-01 -3.9676133e-01
 -1.4777955e+00 -3.4473807e-01  8.0061197e-01  3.5202220e-01
 -2.0227337e+00  2.8570324e-01  4.0164641e-01  6.1884010e-01
  4.7533381e-01 -1.3509256e-01]"
s3a://ds-p8/data/Kaki/154_100.jpg,Kaki,[0.6785314  0.14232428 0.         ... 0.         0.04521161 0.        ],"[11.953235    8.625493    0.1969472   0.12731169  0.50593257 -0.5110996
  0.5354526  -3.1244397   0.255169    0.29629865 -0.06002382  0.0995338
  0.9566678  -0.06174978  0.78983676 -0.17753068  0.05499022  0.02518565
  0.9437893  -0.19257262  0.20345294  0.42351854  0.25971243 -0.01803325
  1.3594506   0.05445995 -0.03751113  0.41426498 -0.5491872   0.06854087
  0.5703473  -0.15058976  0.19916643  0.34261015  0.3923858   1.19612
 -0.57941777  0.15336335 -0.03312944 -0.44213971 -0.23827684  0.12095574
 -2.9759395   0.02426512 -0.19109726 -0.27241355 -0.21204238 -0.70533115
 -0.3298874   0.18402466 -0.51829684  0.19321959  0.03734052  0.2067707
 -0.16161011 -0.11409401  0.51628834 -3.0916858   0.02295546 -0.31476662
 -0.09927566  0.13797946  0.0851469  -0.9772684  -0.23210387  0.2679682
  0.14657867  0.19939674 -7.919897    0.37545487  0.0692232  -0.13458107
 -0.13631457  0.21716812  5.783641   -0.12643209 -0.08105945  0.07069726
 -0.12055699 -0.20204815 -0.1305403  -4.523428    0.5676741   0.13227502
  0.21482635 -0.2080878  -0.14255463  0.03338099 -4.011208    0.34292752
 -0.18260233  0.10727046 -0.14750269 -6.1394897   0.3119824   0.07018911
 -3.9078612  -0.03191022 -0.01230943 -0.09066563 -0.35197937 -0.11739608
  0.05776547 -0.34589136 -4.6579595   0.5354526  -0.5110996   0.50593257
  0.12731169  0.1969472  -2.6326885  -5.7072377   0.255169    0.29629865
 -0.67959106 -0.06002382  0.0995338   0.9566678  -0.06174978  0.78983676
  0.06411788 -0.17753068  0.05499022  0.02518565 -1.3968294   0.9437893
 -0.19257262  0.20345294 -1.8518075  -1.1958236   0.42351854  0.25971243
 -4.388302   -0.01803325  0.05445995 -0.03418799 -0.03751113  0.41426498]"
s3a://ds-p8/data/Mulberry/r_146_100.jpg,Mulberry,[1.4442834  1.0030162  0.09261782 ... 0.2514308  0.05985942 0.07570563],"[-5.9656253e+00  5.2685447e+00  1.4831696e+00  3.6138338e-01
  7.3450959e-01  1.0549799e-01 -2.0997031e-01 -4.1406068e-01
  3.6601308e-01  9.1151899e-01  8.8438485e-03 -2.5305507e-01
  4.9706787e-01  4.2816672e-01  2.7477938e-01  5.9342757e-02
 -4.8208168e-01 -4.6035200e-01  7.7278294e-02 -5.7906556e-01
 -8.3182585e-01  4.5899248e-01  1.7732731e-01 -7.0429891e-02
  5.5522985e+00 -5.7643998e-01  2.6606494e-01  1.8593542e-01
 -1.0173982e+00  4.1369110e-01  6.9567817e-01 -4.1299704e-02
  3.0135715e-01  3.7239164e-01  8.8418698e-01  1.0522702e+00
 -5.4260975e-01  6.9782770e-01 -5.3215411e-02 -3.1170642e-01
 -2.3368424e-01  2.0528991e-02  3.9599419e+00  4.1714832e-02
 -3.9659533e-01 -2.2822598e-01  2.5588462e-02 -2.5234830e+00
 -1.5833844e-01 -6.4167827e-02 -5.0890654e-01  2.2762962e-01
  3.7442423e-02  2.0677070e-01 -1.6161011e-01 -1.1409401e-01
  5.1628834e-01 -4.5104885e+00  2.2955464e-02 -3.1476662e-01
 -9.9275656e-02  1.3797946e-01  8.5146897e-02  2.8420613e+00
 -2.3210387e-01  2.6796821e-01  1.4657867e-01  1.9939674e-01
 -1.0328917e+01  3.7545487e-01  6.9223203e-02 -1.3458107e-01
 -1.3631457e-01  2.1716812e-01  2.7328317e+00 -1.2643209e-01
 -8.1059448e-02  7.0697263e-02 -1.2055699e-01 -2.0204815e-01
 -1.3054030e-01 -2.4824476e+00  5.6767410e-01  1.3227502e-01
  2.1482635e-01 -2.0808780e-01 -1.4255463e-01  3.3380993e-02
  1.4297992e+00  3.4292752e-01 -1.8260233e-01  1.0727046e-01
 -1.4750269e-01 -4.9771181e-01  3.1198239e-01  7.0189111e-02
 -2.3863220e+00 -3.1910222e-02 -1.2309427e-02 -9.0665631e-02
 -3.5197937e-01 -1.1739608e-01  5.7765469e-02 -2.2285858e-02
 -2.8482521e+00 -2.0997031e-01  1.0549799e-01  7.3450959e-01
  3.6138338e-01  1.4831696e+00 -3.9845400e+00  2.6472256e+00
  3.6601308e-01  9.1151899e-01  3.7286758e+00  8.8438485e-03
 -2.5305507e-01  4.9706787e-01  4.2816672e-01  2.7477938e-01
 -1.3358221e+00  5.9342757e-02 -4.8208168e-01 -4.6035200e-01
 -6.5829930e+00  7.7278294e-02 -5.7906556e-01 -8.3182585e-01
 -1.1420840e+00 -2.7908752e+00  4.5899248e-01  1.7732731e-01
  1.1350358e+00 -7.0429891e-02 -5.7643998e-01  2.3276236e+00
  2.6606494e-01  1.8593542e-01]"
s3a://ds-p8/data/Chestnut/192_100.jpg,Chestnut,[0.07175457 0.03602643 0.         ... 0.         0.03359339 0.9593498 ],"[ 8.44590545e-01  1.25723295e+01  2.04187691e-01 -1.68695047e-01
  1.28975821e+00  2.27084398e-01 -8.40295076e-01 -8.19649982e+00
  3.86204064e-01  1.46793234e+00 -5.00174522e-01 -1.79698125e-01
  8.54602098e-01 -9.52612460e-02  1.96809280e+00  2.04909131e-01
 -7.32008278e-01 -4.95593138e-02  5.96538961e-01 -8.23761761e-01
  6.39239624e-02  6.14111543e-01  3.10402721e-01  5.66448681e-02
  2.66427249e-01  1.85426489e-01 -6.54944897e-01 -1.01412803e-01
 -1.27869713e+00  3.41311753e-01  8.77113163e-01  1.19516224e-01
  3.00979674e-01  3.06045800e-01  4.42893147e-01  4.08583975e+00
 -8.64011586e-01  3.13746125e-01 -2.51103222e-01 -3.43926489e-01
 -6.61063939e-02  1.35851771e-01 -3.90864897e+00  3.22722942e-02
 -2.26129994e-01 -3.14562887e-01  8.34325049e-03  3.36133718e+00
 -2.55135387e-01 -5.86479418e-02 -4.25514817e-01  2.50584126e-01
  3.74370366e-02  2.06770703e-01 -1.61610112e-01 -1.14094011e-01
  5.16288340e-01  2.75049269e-01  2.29554642e-02 -3.14766616e-01
 -9.92756560e-02  1.37979463e-01  8.51468965e-02  1.13988769e+00
 -2.32103869e-01  2.67968208e-01  1.46578670e-01  1.99396744e-01
 -2.99274802e+00  3.75454873e-01  6.92232028e-02 -1.34581074e-01
 -1.36314571e-01  2.17168123e-01  1.35764909e+00 -1.26432091e-01
 -8.10594484e-02  7.06972629e-02 -1.20556988e-01 -2.02048153e-01
 -1.30540296e-01 -5.22383881e+00  5.67674100e-01  1.32275015e-01
  2.14826345e-01 -2.08087802e-01 -1.42554626e-01  3.33809927e-02
 -1.16326070e+00  3.42927516e-01 -1.82602331e-01  1.07270457e-01
 -1.47502691e-01 -2.39580989e+00  3.11982393e-01  7.01891109e-02
 -4.36258078e+00 -3.19102220e-02 -1.23094274e-02 -9.06656310e-02
 -3.51979375e-01 -1.17396079e-01  5.77654690e-02 -3.20892900e-01
 -2.20305538e+00 -8.40295076e-01  2.27084398e-01  1.28975821e+00
 -1.68695047e-01  2.04187691e-01 -8.37537289e-01 -1.69252956e+00
  3.86204064e-01  1.46793234e+00 -3.98821568e+00 -5.00174522e-01
 -1.79698125e-01  8.54602098e-01 -9.52612460e-02  1.96809280e+00
  1.05422926e+00  2.04909131e-01 -7.32008278e-01 -4.95593138e-02
 -5.07487118e-01  5.96538961e-01 -8.23761761e-01  6.39239624e-02
  9.80520368e-01 -2.70503616e+00  6.14111543e-01  3.10402721e-01
 -2.21602535e+00  5.66448681e-02  1.85426489e-01  3.69029015e-01
 -6.54944897e-01 -1.01412803e-01]"
s3a://ds-p8/data/Watermelon/r_104_100.jpg,Watermelon,[0.18860187 0.35067403 0.06652743 ... 0.41760752 0.3616812  0.        ],"[-3.284737    4.4196353   0.27265736 -0.33448222  2.2765431  -1.2354611
 -0.33992162 -6.158857    0.4973044   0.5700007   0.32032767 -0.930999
  0.3517768   0.33466372  0.814159   -0.27697888  0.03779745  1.0194604
  0.6611832  -0.55562776  0.46218544 -0.59488493 -0.1200642  -0.25324255
 -2.1737955   0.49173442  0.1806594  -0.21790035 -0.99748576  0.03359935
  0.3497916  -0.34110817  0.34724265  0.19108024  0.72187245  7.355053
 -0.7214837   0.4626985  -0.15680517 -0.41463563 -0.14827     0.06488851
 -3.0004437   0.07924704 -0.25645685 -0.2910609   0.04038172 -3.148628
 -0.29973933  0.06617293 -0.42429698  0.2612599   0.03737488  0.2067707
 -0.16161011 -0.11409401  0.51628834 -4.2020664   0.02295546 -0.31476662
 -0.09927566  0.13797946  0.0851469   1.0273815  -0.23210387  0.2679682
  0.14657867  0.19939674 -6.7182794   0.37545487  0.0692232  -0.13458107
 -0.13631457  0.21716812  4.5931864  -0.12643209 -0.08105945  0.07069726
 -0.12055699 -0.20204815 -0.1305403   1.9204786   0.5676741   0.13227502
  0.21482635 -0.2080878  -0.14255463  0.03338099 -3.274734    0.34292752
 -0.18260233  0.10727046 -0.14750269 -6.231912    0.3119824   0.07018911
 -0.43736485 -0.03191022 -0.01230943 -0.09066563 -0.35197937 -0.11739608
  0.05776547 -0.2337984  -4.616025   -0.33992162 -1.2354611   2.2765431
 -0.33448222  0.27265736  1.6139971  -2.7642856   0.4973044   0.5700007
 -3.2611873   0.32032767 -0.930999    0.3517768   0.33466372  0.814159
  3.2327852  -0.27697888  0.03779745  1.0194604  -7.185504    0.6611832
 -0.55562776  0.46218544 -4.124539   -0.8279389  -0.59488493 -0.1200642
 -2.6275587  -0.25324255  0.49173442  1.6333474   0.1806594  -0.21790035]"
